0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.785072544196521616e+00,-2.607918833002618619e+00,-2.924679091283970411e+00,-2.780187151568077830e+00,-2.731923777176340273e+00,-1.135174383706703516e+01
-1.413502401420706045e+00,-1.337993524901689435e+00,-1.379585130853832942e+00,-1.391672727701913637e+00,-1.379016219656448383e+00,-4.339565514135814261e+00
-2.732147831534640581e+00,-2.765338471434478862e+00,-2.764978021026632149e+00,-2.767936061652797264e+00,-2.775949259381043532e+00,-1.167811465475377908e+01
-2.722776368501187427e+00,-2.851341921548699254e+00,-2.901948297007264532e+00,-2.785808326492263731e+00,-1.079965437608261425e+01,-1.153852635442970609e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.950187084710596430e+00,-3.071143262124984563e+00,-3.048867953820581178e+00,-2.933335091347213819e+00,-1.004275971330604023e+01,-1.100351249095398387e+01
-2.295714580758224432e+00,-2.348037029916896223e+00,-2.436283130813327702e+00,-2.312267734147375187e+00,-1.067769481869776271e+01,-1.071542686972204628e+01
-2.753807708072850247e+00,-2.863745971690088599e+00,-2.747505910033471999e+00,-2.698578671007318519e+00,-1.024424666315323584e+01,-9.412633662802102563e+00
-3.189950252690575194e+00,-3.237458534297052992e+00,-3.146976616512700886e+00,-3.095791986099709625e+00,-1.166144361553598152e+01,-1.177016080116534624e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.822938100977308462e+00,-3.792262733532246521e+00,-3.863881123307075782e+00,-3.840130042519673381e+00,-1.265814275903670350e+01,-1.249873287715550774e+01
-1.760027069342181560e+00,-1.694669705672247062e+00,-1.758486782614281374e+00,-1.731816684727289557e+00,-9.297988270589993220e+00,-8.881147390693968191e+00
-2.090105098639742920e+00,-1.898726657770428039e+00,-2.078925079620185468e+00,-1.879066755435842673e+00,-1.014548848479163823e+01,-8.988666102392263824e+00
-2.977138590920132000e+00,-2.962854961249866470e+00,-3.030557090802653786e+00,-2.981564099795897427e+00,-9.840848293407599812e+00,-1.086972653533250011e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.462291981850638356e+00,3.166188081801560195e+00,2.385684731166201888e-01,4.757719510034883470e+00,-1.157753979999997934e-01,1.729829656465401655e+01
-2.512972614448922837e+00,-2.443418790376229666e+00,-2.494482436012817494e+00,-2.465867768206273070e+00,-1.045503465133038823e+01,-2.468586376119059622e+00
-1.060065408653795060e+00,-1.111448024655180333e+00,-1.168331940345800568e+00,-1.325934279306535846e+00,-5.882417656107167048e+00,-1.090866393352714292e+00
